RegionId,Name,Observations,Sum,Sentiment
3103127,"30202103127",1,44.04,44.04
3136408,"31302136408",1,62.89,62.89
1132226,"11701132226",2,130.53,65.27
1114814,"10704114814",20,907.24,45.36
8104718,"80104104718",8,286.44,35.81
1143012,"12203143012",2,88.08,44.04
2112232,"20604112232",25,1466.50,58.66
1140744,"12103140744",1,73.46,73.46
4100507,"40102100507",8,259.07,32.38
1136210,"11902136210",3,186.42,62.14
1133532,"11703133532",16,720.94,45.06
2113606,"20606113606",1,-29.60,-29.60
2112609,"20604112609",26,1018.86,39.19
5106616,"50403106616",4,274.68,68.67
4100108,"40101100108",6,-47.18,-7.86
1141924,"12201141924",7,198.46,28.35
2136826,"21305136826",3,239.14,79.71
2114221,"20607114221",11,510.03,46.37
1134114,"11801134114",10,231.56,23.16
1140233,"12101140233",2,118.43,59.22
2126603,"21103126603",1,49.39,49.39
8106409,"80106106409",9,492.87,54.76
8106601,"80106106601",24,796.15,33.17
2111727,"20604111727",1,77.17,77.17
8106303,"80106106303",1,19.55,19.55
2112247,"20604112247",8,147.34,18.42
2110554,"20601110554",10,455.28,45.53
4105629,"40301105629",1,71.84,71.84
4106114,"40302106114",1,-38.18,-38.18
4110803,"40403110803",7,280.01,40.00
4100131,"40101100131",16,534.92,33.43
1101008,"10102101008",2,108.81,54.41
5111811,"50602111811",2,85.38,42.69
5103508,"50301103508",4,257.91,64.48
1134035,"11801134035",31,1194.57,38.53
2114425,"20607114425",9,400.76,44.53
1141429,"12104141429",1,82.25,82.25
2112629,"20604112629",2,131.64,65.82
4100132,"40101100132",14,564.32,40.31
2111910,"20604111910",30,939.35,31.31
2144111,"21005144111",1,40.19,40.19
2112315,"20604112315",5,110.17,22.03
5105709,"50403105709",6,219.56,36.59
3102823,"30202102823",3,101.83,33.94
1133208,"11703133208",1,-22.63,-22.63
5112320,"50602112320",6,190.92,31.82
1132658,"11702132658",2,32.66,16.33
6102702,"60105102702",2,171.92,85.96
6102712,"60105102712",14,893.57,63.83
2112221,"20604112221",8,355.66,44.46
3110201,"30404110201",22,1140.83,51.86
4102203,"40106102203",8,419.60,52.45
2127421,"21105127421",7,250.66,35.81
2112626,"20604112626",7,313.35,44.76
1133617,"11703133617",5,157.77,31.55
1133622,"11703133622",15,582.72,38.85
1141731,"12104141731",5,240.42,48.08
1146428,"12403146428",2,109.94,54.97
1141442,"12104141442",1,66.97,66.97
2104325,"20302104325",7,230.79,32.97
2138015,"21402138015",16,897.94,56.12
3110517,"30501110517",9,218.21,24.25
3111412,"30502111412",2,92.09,46.05
3113702,"30504113702",1,38.18,38.18
3113004,"30503113004",1,27.32,27.32
1137503,"11904137503",1,43.57,43.57
1130016,"11503130016",2,34.70,17.35
5106207,"50403106207",7,509.33,72.76
2114505,"20607114505",1,20.23,20.23
4108807,"40304108807",4,4.46,1.12
2113034,"20605113034",2,-37.31,-18.66
3136331,"31301136331",3,170.80,56.93
1138909,"12002138909",6,174.39,29.07
1133322,"11703133322",4,275.56,68.89
6107305,"60303107305",4,201.07,50.27
6106904,"60302106904",3,176.43,58.81
6102409,"60104102409",6,255.65,42.61
1101116,"10102101116",4,-43.41,-10.85
6100506,"60102100506",5,222.75,44.55
6101508,"60103101508",10,447.04,44.70
5112412,"50603112412",6,255.54,42.59
1141713,"12104141713",7,371.07,53.01
1133621,"11703133621",3,201.82,67.27
1103117,"10201103117",2,109.57,54.79
2143820,"21003143820",1,54.23,54.23
1140106,"12101140106",4,-18.27,-4.57
4100323,"40102100323",2,142.13,71.07
3100203,"30101100203",14,559.93,40.00
2115134,"20701115134",2,153.07,76.54
1133737,"11703133737",2,26.76,13.38
8111505,"80103111505",8,223.33,27.92
5103005,"50301103005",9,447.32,49.70
2112632,"20604112632",1,17.79,17.79
2113733,"20606113733",12,791.27,65.94
1133745,"11703133745",25,676.37,27.05
1130332,"11601130332",11,298.86,27.17
1133248,"11703133248",12,606.68,50.56
3104812,"30301104812",1,-5.16,-5.16
1153610,"12802153610",2,171.45,85.73
1134345,"11801134345",1,66.33,66.33
5104714,"50401104714",5,26.23,5.25
4101013,"40102101013",1,88.24,88.24
4107417,"40304107417",1,91.34,91.34
4108727,"40304108727",1,63.69,63.69
2128231,"21105128231",2,137.74,68.87
2112210,"20604112210",19,564.09,29.69
6102721,"60105102721",26,714.20,27.47
2127225,"21104127225",1,55.62,55.62
4101002,"40102101002",9,350.87,38.99
2113328,"20605113328",10,463.20,46.32
2112215,"20604112215",17,860.78,50.63
5117715,"50704117715",1,-20.23,-20.23
5118213,"50704118213",5,129.48,25.90
1140205,"12101140205",1,92.65,92.65
6107110,"60302107110",1,-31.82,-31.82
6100303,"60101100303",2,120.26,60.13
2134825,"21303134825",1,27.14,27.14
1114817,"10704114817",3,113.26,37.75
4100216,"40101100216",6,292.76,48.79
5104161,"50302104161",18,800.09,44.45
5105732,"50403105732",4,134.80,33.70
5103917,"50302103917",6,406.45,67.74
3137910,"31305137910",7,289.69,41.38
5110501,"50503110501",1,29.60,29.60
1139848,"12101139848",8,443.70,55.46
1135019,"11802135019",5,176.06,35.21
1133132,"11703133132",5,-74.02,-14.80
4106720,"40303106720",1,77.83,77.83
2113642,"20606113642",8,406.80,50.85
2114101,"20607114101",3,58.92,19.64
1138339,"12001138339",1,57.19,57.19
1141530,"12104141530",5,314.47,62.89
1133748,"11703133748",58,2630.70,45.36
5118734,"50705118734",7,96.25,13.75
5112222,"50602112222",3,162.92,54.31
2104307,"20302104307",4,243.19,60.80
3106515,"30303106515",2,124.88,62.44
1142711,"12203142711",1,38.18,38.18
1133227,"11703133227",6,220.97,36.83
2114210,"20607114210",9,245.25,27.25
1133610,"11703133610",19,702.09,36.95
3111107,"30501111107",4,255.36,63.84
4110125,"40402110125",1,79.64,79.64
2142416,"20702142416",5,357.19,71.44
1133251,"11703133251",4,100.04,25.01
3106511,"30303106511",5,264.26,52.85
2112214,"20604112214",40,1676.42,41.91
2113641,"20606113641",10,560.10,56.01
2138059,"21402138059",2,136.00,68.00
4109517,"40401109517",4,196.15,49.04
1132736,"11702132736",1,49.39,49.39
2123605,"21003123605",1,73.78,73.78
2113902,"20607113902",12,583.83,48.65
1136830,"11903136830",2,40.43,20.22
1139514,"12003139514",7,295.55,42.22
3110930,"30501110930",16,960.54,60.03
3144803,"31701144803",2,50.32,25.16
3112906,"30503112906",1,78.45,78.45
2112237,"20604112237",3,62.49,20.83
1133233,"11703133233",16,629.69,39.36
2137152,"21401137152",6,301.02,50.17
1133757,"11703133757",1,76.82,76.82
4109617,"40401109617",1,58.59,58.59
3152705,"30102152705",20,1190.60,59.53
4109410,"40401109410",7,317.24,45.32
2112701,"20604112701",6,199.09,33.18
2112329,"20604112329",15,868.98,57.93
2111508,"20603111508",6,270.24,45.04
1133729,"11703133729",14,741.27,52.95
1133213,"11703133213",4,153.28,38.32
1129138,"11501129138",1,93.37,93.37
4114714,"40701114714",3,143.85,47.95
1142119,"12202142119",2,45.90,22.95
1133707,"11703133707",14,438.17,31.30
5103517,"50301103517",1,-82.44,-82.44
1141624,"12104141624",5,327.51,65.50
2115132,"20701115132",1,9.64,9.64
2120902,"20903120902",1,34.00,34.00
2113712,"20606113712",1,63.69,63.69
2113904,"20607113904",8,527.69,65.96
4109124,"40401109124",1,69.08,69.08
4102425,"40107102425",1,74.85,74.85
1133803,"11703133803",1,20.23,20.23
8104023,"80104104023",1,85.55,85.55
4108808,"40304108808",4,130.84,32.71
1133411,"11703133411",41,2272.99,55.44
2112316,"20604112316",2,72.24,36.12
1132923,"11703132923",3,191.52,63.84
1147906,"12503147906",1,45.88,45.88
